"Fterm","classlvl.x","cnt.x","1.x","2.x","3.x","4.x","g-p.x","master.x","Phd.x","spcl.x","new.x","cnt.y.x","1.y","2.y","3.y","4.y","g-p.y","master.y","Phd.y","spcl.y","new.y","cnt.y.y","FTDCU","Grad","Transfer"
1104,"2",7734,0.000258598396689941,0.662011895526248,0.297517455391777,0.000517196793379881,0,0,0,0,222,7273,0.000137494843943352,0.260002749896879,0.677574590952839,0.000962463907603465,0,0.000137494843943352,0,0,1062,7782,7174,1648,1448
1104,"3",8872,0,0,0.674706943192065,0.298016230838593,0,0,0,0,238,8602,0.000232504068821204,0,0.35142990002325,0.614624505928854,0.000930016275284817,0,0,0,636,8604,7174,1648,1448
1104,"4",10049,0,0,9.95123892924669e-05,0.815603542641059,0,0.00497561946462335,0,0,251,11101,9.00819745968832e-05,0,9.00819745968832e-05,0.415548148815422,0.0090982794342852,0.0680118908206468,0.00117106566975948,0,257,10177,7174,1648,1448
1104,"g-p",2175,0,0,0,0,0.990344827586207,0.00137931034482759,0,0,6,2161,0,0,0,0.000462748727441,0.905599259602036,0.00462748727441,0,0,234,2322,7174,1648,1448
1104,"master",5514,0,0,0,0.000906782734856728,0.000181356546971346,0.819550235763511,0.00689154878491114,0,840,5437,0.000183924958616884,0,0,0.00202317454478573,0.0034945742137208,0.601434614677212,0.0180246459444547,0,1514,5569,7174,1648,1448
1104,"Phd",3384,0,0,0,0,0,0.00591016548463357,0.92789598108747,0,97,3275,0,0,0,0.000305343511450382,0.000610687022900763,0.00427480916030534,0.833893129770992,0,544,3388,7174,1648,1448
1104,"spcl",293,0.0307167235494881,0.0102389078498294,0,0,0,0.0170648464163823,0,0.457337883959044,117,251,0.151394422310757,0.0199203187250996,0,0,0.00398406374501992,0.0119521912350598,0.00796812749003984,0.51394422310757,270,399,7174,1648,1448
1114,"1",9713,0.74734891382683,0.207248018120045,0.000720683619890868,0.000308864408524658,0,0,0,0,647,7913,0.262984961455832,0.657146467837735,0.00202198913180842,0.000252748641476052,0,0,0,0,8267,10402,7782,1771,1535
1114,"2",7782,0,0.656386533024929,0.305191467489077,0.000128501670521717,0,0,0,0,153,7274,0.000137475941710201,0.264778663733847,0.675144349738796,0.000962331591971405,0,0,0,0,1103,8233,7782,1771,1535
1114,"3",8604,0,0,0.681427243142724,0.290562529056253,0,0,0,0,143,8389,0.000119203719156038,0.000119203719156038,0.372630826081774,0.600667540827274,0.000238407438312075,0.000119203719156038,0,0,594,8652,7782,1771,1535
1114,"4",10177,0,0,0,0.81969146113786,0,0.00677999410435295,0,0,271,11121,0.000359679884902437,0,0,0.404010430716662,0.00764319755417678,0.0694182177861703,0.00215807930941462,0,236,9789,7782,1771,1535
1114,"g-p",2322,0,0,0,0,0.984926787252369,0.00172265288544358,0,0,16,2304,0,0,0,0,0.904079861111111,0.00260416666666667,0.000434027777777778,0,268,2466,7782,1771,1535
1114,"master",5569,0,0,0,0.000538696354821332,0.000179565451607111,0.828874124618423,0.0050278326449991,0,699,5409,0.000184877056757256,0,0,0.00203364762432982,0.00480680347568867,0.586060269920503,0.0199667221297837,0.000554631170271769,1565,5535,7782,1771,1535
1114,"Phd",3388,0,0,0,0.000295159386068477,0,0.00619834710743802,0.925619834710744,0,116,3280,0,0,0,0.000304878048780488,0.000609756097560976,0.00426829268292683,0.836890243902439,0,568,3451,7782,1771,1535
1114,"spcl",399,0.0175438596491228,0,0.0025062656641604,0,0,0,0,0.486215538847118,114,308,0.152597402597403,0.00974025974025974,0.0162337662337662,0,0,0.0227272727272727,0.0162337662337662,0.37987012987013,258,378,7782,1771,1535
1124,"1",10402,0.723130167275524,0.231590078830994,0.000480676792924438,9.61353585848875e-05,0,9.61353585848875e-05,0,0,387,7917,0.240495137046861,0.67361374257926,0.00202096753820892,0.000631552355690287,0,0,0,0,7989,9941,8154,1812,1449
1124,"2",8233,0.000242924814769829,0.661848657840398,0.305842341795214,0.000242924814769829,0,0,0,0,186,8047,0.000248539828507518,0.287560581583199,0.654529638374549,0.000994159314030073,0,0,0,0,1136,8791,8154,1812,1449
1124,"3",8652,0.000115580212667591,0.000346740638002774,0.669440591770689,0.294729542302358,0,0,0,0,185,8503,0.000117605550982006,0.000235211101964013,0.375279313183582,0.595084087968952,0.000470422203928025,0,0,0,609,9087,8154,1812,1449
1124,"4",9789,0,0,0.000102155480641536,0.806006742261722,0,0.00612932883849219,0.000204310961283073,0,236,10682,0,0,9.36154278225052e-05,0.416588653810148,0.00739561879797791,0.063377644635836,0.00168507770080509,0,276,9806,8154,1812,1449
1124,"g-p",2466,0,0,0,0.00040551500405515,0.976885644768856,0.00202757502027575,0,0,13,2426,0,0,0,0,0.885820280296785,0.00329760923330585,0.000412201154163232,0,278,2535,8154,1812,1449
1124,"master",5535,0,0,0,0.0001806684733514,0.000722673893405601,0.824751580849142,0.00632339656729901,0,725,5371,0,0,0,0.00130329547570285,0.0044684416309812,0.593930366784584,0.020666542543288,0.00018618506795755,1443,5355,8154,1812,1449
